"stop_id","stop_code","stop_name","stop_desc","stop_lat","stop_lon","zone_id","stop_url","location_type","parent_station","stop_timezone","wheelchair_boarding"
"269","D00350","VIA MULINO PILE ROTATORIA incr. Variante","","42.35606099999854","13.368419999998391","","","0","","",""
"270","D00360","VIA MULINO PILE lato Spaziani","","42.35834375654415","13.36852137903685","","","0","","",""
"271","D00370","Via Mulino di Pile lato Eurospin","","42.35813758326666","13.368639396948264","","","0","","",""
"272","D00380","SS17 Ovest lato ingresso A24","","42.35959436584587","13.370951471580796","","","0","","",""
"273","D00390","SS17 Ovest fronte ingresso A24","","42.359554714445025","13.371520053566021","","","0","","",""
"274","D00400","SS17 HOTEL MYSUITE lato Sant'Antonio","","42.36034309688592","13.378095535387663","","","0","","",""
"275","D00420","Via Salaria Antica Est lato Anas","","42.35850099999858","13.375149999998422","","","0","","",""
"276","D00430","Via Salaria Antica Est fronte Anas","","42.35847099999858","13.374879999998422","","","0","","",""
"277","D00450","Via dei Medici dir. SS17","","42.35947348112053","13.367480647564346","","","0","","",""
"278","D00465","VIA FICARA I Scuola","","42.36468299999851","13.363223999998365","","","0","","",""
"279","D00470","Via dei Medici lato Via Ficara","","42.36443899999851","13.364775999998374","","","0","","",""
"280","D00475","Via Ficara (Piazza D'Arti)","","42.365765999998494","13.361085999998354","","","0","","",""
"281","D00490","SS17 Ovest lato Via del Mulino di Pile","","42.35924357334308","13.369240142590886","","","0","","",""
"282","D00500","SS17 Ovest lato Via dei Medici","","42.35932280308045","13.36952988530742","","","0","","",""
"283","D00510","ITALTEL AQ/2A","","42.357860999998515","13.364629999998373","","","0","","",""
"284","D00525","CENTI COLELLA piazzale","","42.3593429999985","13.359487999998343","","","0","","",""
"285","D00540","Via Falcone fronte REISS ROMOLI - SP33","","42.36025097063817","13.35190000000489","","","0","","",""
"286","D00550","Via Falcone lato REISS ROMOLI - SP33","","42.36036099064784","13.351710000264335","","","0","","",""
"287","D00560","VIA FALCONE fermata lato Est SP33","","42.36243099999844","13.3508999999983","","","0","","",""
"288","D00570","VIA FALCONE fermata lato Ovest SP33","","42.36256099999844","13.350729999998299","","","0","","",""
"289","D00580","VIA FALCONE lato Via delle Svolte SP33","","42.36458099999842","13.347349999998283","","","0","","",""
"290","D00590","VIA FALCONE fronte Via delle Svolte SP33","","42.364830999998425","13.34707999999828","","","0","","",""
"291","D00600","Via Delle Svolte La Selva f. Via Lucoli","","42.36402099999843","13.346609999998275","","","0","","",""
"292","D00610","VIA DELLE SVOLTE La Selva l. Via Lucoli","","42.36376099999841","13.346359999998278","","","0","","",""
"293","D00620","Via delle Svolte La Selva inc. Via Beffi","","42.36211099999842","13.347209999998283","","","0","","",""
"294","D00630","VIA BORSELLINOlato Via sotto la Chiesa","","42.36631099999841","13.345769999998272","","","0","","",""
"295","D00640","VIA BORSELLINO front Via sotto la Chiesa","","42.36645099999841","13.345949999998274","","","0","","",""
"296","D00650","Via Vetoio lato via Morgagni","","42.36746099999843","13.347299999998281","","","0","","",""
"297","D00660","Via Vetoio fronte via Morgagni","","42.36770099999842","13.347869999998284","","","0","","",""
"298","D00670","UNIVERSITA' lato Ospedale","","42.36760099999845","13.352009999998305","","","0","","",""
"299","D00680","UNIVERSITA' lato Università","","42.36780099999845","13.352459999998308","","","0","","",""
"300","D00700","Via Borsellino fronte centro sportivo","","42.36953099999842","13.346379999998275","","","0","","",""
"301","D00710","Via Borsellino lato centro sportivo","","42.369780999998426","13.346449999998276","","","0","","",""
"302","D00720","VIA BORSELLINO fronte Vigili del Fuoco","","42.37192099999842","13.347679999998283","","","0","","",""
"303","D00730","VIA BORSELLINO lato Vigili del Fuoco","","42.37215099999844","13.348249999998286","","","0","","",""
"304","D00740","S.S.80 fronte Agora lato Via D'Ascanio","","42.37058099999848","13.355549999998326","","","0","","",""
"305","D00750","S.S.80 lato Agora fronte Via D'Ascanio","","42.37038099999849","13.355759999998325","","","0","","",""
"306","D00760","SS80 lato Via Manzoni","","42.3684509999985","13.359369999998348","","","0","","",""
"307","D00770","S.S.80 lato Via Vetoio","","42.36856099999847","13.359009999998342","","","0","","",""
"308","D00780","SS80 lato Via Uruguay fronte Via Medici","","42.36665099999851","13.362789999998363","","","0","","",""
"309","D00790","SS80 lato Via Medici fronte Via Uruguay","","42.365790999998524","13.36387999999837","","","0","","",""
"310","D00800","SS80 lato casa cantoniera Via Pitinum","","42.36431718032645","13.36735728152265","","","0","","",""
"311","D00810","SS80 fronte casa cantoniera Via Pitinum","","42.364080999998535","13.367779999998387","","","0","","",""
"312","D00820","SS80 CAMPOMIZZI","","42.361764565538806","13.374757448519606","","","0","","",""
"313","D00840","SS80 FRONTE HOTEL MYSUITE  lato Caserma","","42.360852436120716","13.377310980286175","","","0","","",""
"314","D00860","CORRADO IV Mercato Piazza d'Armi","","42.3597209999986","13.38054999999845","","","0","","",""
"315","D00870","MC DONALD Viale Corrado IV","","42.35916099999862","13.38142999999846","","","0","","",""
"316","D00880","Viale Fiamme Gialle varco1 fronte GDF","","42.376950999998364","13.335619999998219","","","0","","",""
"317","D00890","Viale Fiamme Gialle varco2 fronte GDF","","42.378559999998345","13.333309999998209","","","0","","",""
"318","D00900","VIALE FIAMME GIALLE varco3 fronte GDF","","42.38018999999833","13.331099999998193","","","0","","",""
"319","D00910","1° ROTATORIA GDF","","42.38689999999827","13.321139999998135","","","0","","",""
"320","D00915","Via Cagnano lato Via San Vittorino","","42.386859999998265","13.321609999998142","","","0","","",""
"321","D00920","CAPOLINEA GDF varco3 Viale Fiamme Gialle","","42.380359999998326","13.329979999998187","","","0","","",""
"322","D00930","Viale Fiamme Gialle varco2 lato GDF","","42.37837999999833","13.333199999998206","","","0","","",""
"323","D00940","Viale Fiamme Gialle varco1 lato GDF","","42.37658099999835","13.335849999998223","","","0","","",""
"324","D00950","Viale Corrado IV Rotonda Piazza d'Armi","","42.356900999998636","13.38632999999848","","","0","","",""
"325","D00960","Via Eusanio Stella Mercato Contadino","","42.35335099999861","13.381679999998457","","","0","","",""
"326","D00990","N.I. PILE Via Carabba lato via Contini","","42.35465099999859","13.379229999998444","","","0","","",""
"327","D01000","N.I. PILE Via Carabba fronte via Contini","","42.3543109999986","13.379009999998443","","","0","","",""
"328","D01010","POSTE centi colella SS17 Ovest","","42.36020099999848","13.356729999998333","","","0","","",""
"329","D01020","V. Salaria Antica Est - fronte scuola","","42.357665922696995","13.37385356871819","","","0","","",""
"330","D01030","CASE S. ANTONIO 1. fermata","","42.35796899999856","13.373055999998414","","","0","","",""
"331","D01040","CASE S. ANTONIO 2. fermata","","42.35762099999858","13.371249999998405","","","0","","",""
"332","D01050","V. Salaria Antica Est - lato scuola","","42.35733099999856","13.373729999998417","","","0","","",""
"333","D01070","2° ROTATORIA GDF - Via Cagnano lato Via Fontecchio","","42.3938899999982","13.311249999998077","","","0","","",""
"334","D01080","VIALE XXV APRILE lato Corte Appello","","42.35225099999863","13.384789999998473","","","0","","",""
"335","D01090","Variante Pile Via Farroni  lato Carabba","","42.35410099999858","13.37584999999843","","","0","","",""
"336","D01100","Variante Pile Via Farroni fronte Carabba","","42.353741999998576","13.375188999998425","","","0","","",""
"337","D01110","MAZZINI Variante Pile Via Farroni","","42.35357399999856","13.3698709999984","","","0","","",""
"338","D01120","MAZZINI fronte Variante Pile Via Farroni","","42.35341099999856","13.369878999998397","","","0","","",""
"339","D01140","Variante Pile Via Farroni lato Pertini","","42.354536999998544","13.36866799999839","","","0","","",""
"340","D01150","Viale Fiamme Gialle fronte Via Poppleto","","42.3746309999984","13.342439999998259","","","0","","",""
"341","D01160","Viale Fiamme Gialle lato Via Poppleto","","42.37460099999839","13.34153999999825","","","0","","",""
"342","D99999","DEPOSITO","","42.356462798048945","13.351913047452273","","","0","","",""
"343","E00010","VIA FERMI fronte Centro Commerciale","","42.374241377435865","13.350703390249329","","","0","","",""
"344","E00020","Via Fermi lato Centro Commerciale","","42.37438099999845","13.350879999998302","","","0","","",""
"345","E00030","Via A.Arischia lato via Dante Alighieri","","42.37621099999845","13.352989999998313","","","0","","",""
"346","E00040","Via A.Arischia fronte via Dante Alighier","","42.37590099999845","13.353049999998312","","","0","","",""
"347","E00050","Via A.Arischia lato Via del Colle","","42.374870999998464","13.355709999998325","","","0","","",""
"348","E00060","Via A.Arischia lato Via Pier Delle Vigne","","42.37466099999848","13.355859999998327","","","0","","",""
"349","E00070","Via A.Arischia lato Via di Sfrizzoli","","42.3734109999985","13.359049999998344","","","0","","",""
"350","E00080","Via A.Arischia lato Via Caduti traforo","","42.373060999998486","13.359409999998347","","","0","","",""
"351","E00090","VIA ANTICA ARISCHIA lato scuole medie","","42.371480999998525","13.363479999998365","","","0","","",""
"352","E00100","VIA ANTICA ARISCHIA fronte scuole medie","","42.37123099999853","13.363799999998367","","","0","","",""
"353","E00110","Via A.Arischia fronte chiesa","","42.370620999998536","13.366779999998382","","","0","","",""
"354","E00120","VIA ANTICA ARISCHIA lato chiesa","","42.37040099999853","13.366949999998385","","","0","","",""
"355","E00130","Via A.Arischia lato Via Argentina","","42.36970099999855","13.369669999998395","","","0","","",""
"356","E00140","Via A.Arischia lato v.Madonna di Pettino","","42.36940099999856","13.3700099999984","","","0","","",""
"357","E00150","Via A.Arischia incr. Via Aufidena","","42.368554190517564","13.372346203140664","","","0","","",""
"358","E00160","VIA ANTICA ARISCHIA sotto A24","","42.36816099999859","13.376679999998434","","","0","","",""
"359","E00170","Via Peltuinum sotto A24","","42.36778099999859","13.376799999998433","","","0","","",""
"360","E00180","Via A.Arischia fronte Via Cutilia","","42.3671709999986","13.380209999998451","","","0","","",""
"361","E00190","Via A.Arischia lato Via Cutilia","","42.3668309999986","13.38054999999845","","","0","","",""
"362","E00200","Via A.Arischia lato Via Sila Persichelli","","42.36579099999862","13.382759999998461","","","0","","",""
"363","E00210","Via A.Arischia fron Via Sila Persichelli","","42.36535099999862","13.383199999998467","","","0","","",""
"364","E00220","VIA CONFALONIERI lato Inapli","","42.36460099999863","13.385859999998477","","","0","","",""
"365","E00230","VIA CONFALONIERI fronte Inapli","","42.36450099999863","13.386099999998478","","","0","","",""
"366","E00240","VIA MARCONI lato chiesa S.Sisto","","42.363760999998654","13.390799999998505","","","0","","",""
"367","E00250","VIA MARCONI fronte chiesa S.Sisto","","42.36380099999866","13.3902599999985","","","0","","",""
"368","E00260","VIA MARCONIi fronte Via Campomizzi","","42.36358099999866","13.392159999998508","","","0","","",""
"369","E00270","VIA MARCONI lato Via Campomizzi","","42.364100999998655","13.392529999998512","","","0","","",""
"370","E00280","VIA MARCONI c.da Cianfarano dir. S.Sisto","","42.36278099999868","13.39605999999853","","","0","","",""
"371","E00290","VIA MARCONI c.da Cianfarano dir. S.Fran.","","42.36268099999868","13.395979999998527","","","0","","",""
"372","E00300","VIA MARCONI c.da Sansone dir.S.Sisto","","42.36265099999871","13.400039999998548","","","0","","",""
"373","E00310","VIA MARCONI c.da Sansone dir.S.Francesco","","42.36226099999869","13.400459999998548","","","0","","",""
"374","E00320","Via Aldo Moro incr. Via Tosti lato Sud DISMESSA","","42.35824099999872","13.404029999998565","","","0","","",""
"375","E00330","Via Aldo Moro incr. Via Tosti lato Nord","","42.35845099999873","13.404439999998566","","","0","","",""
"376","E00340","Via Aldo Moro fronte Via Fedri lato Sud","","42.35911667512575","13.402864377771715","","","0","","",""
"377","E00350","Via Aldo Moro lato Via Fedri lato Nord","","42.359295063519994","13.402869694763336","","","0","","",""
"378","E00360","VIA ALDO MORO lato scuole","","42.360036350580174","13.400868819370046","","","0","","",""
"379","E00370","VIA ALDO MORO fronte scuole","","42.360025434450485","13.399873615416087","","","0","","",""
"380","E00380","Via Monte Velino incrocio Via Aldo Moro DISMESSA","","42.359700384276465","13.397344361244235","","","0","","",""
"381","E00390","VALLE PRETARA CHIESA via Monte Sirente","","42.35888584647022","13.396689928390664","","","0","","",""
"382","E00400","Valle Pretara ex-poste Via Pizzo di Sevo","","42.35901261643481","13.397743976228762","","","0","","",""
"383","E00410","Via Aldo Moro icrocio Via Monte Velino DISMESSA","","42.36002941001509","13.397296047394237","","","0","","",""
"384","E00420","Via Aldo Moro Cianfarano lato edicola","","42.36071416136457","13.395155662330957","","","0","","",""
"385","E00430","Via Aldo Moro Cianfarano fronte edicola","","42.36060320774615","13.394994676423117","","","0","","",""
"386","E00440","Via Aldo Moro C.Pretara Via Monte Matese","","42.35921677683491","13.393111769188222","","","0","","",""
"387","E00450","Via Aldo Moro C.Pretara Via Monte Cagno","","42.35915931525175","13.392674635659928","","","0","","",""
"388","E00460","Via Aldo Moro in.Via San Sisto lato Sud","","42.35878871254189","13.390638883323154","","","0","","",""
"389","E00470","Via Aldo Moro in.Via San Sisto lato Nord","","42.35886795857316","13.390279378262461","","","0","","",""
"390","E00480","VIA CADUTI VIA FANI lato Nord","","42.35926235505429","13.388762628259917","","","0","","",""
"391","E00490","VIA CADUTI VIA FANI lato Sud","","42.35927229799455","13.388592253264","","","0","","",""
"392","E00500","Via San Sisto fronte incr. Via Nocelle","","42.36114099999865","13.389629999998496","","","0","","",""
"393","E00510","Via San Sisto lato incr. Via Nocelle","","42.361180999998645","13.3898499999985","","","0","","",""
"394","E00520","Via San Sisto lato c.sportivo Verdeaq","","42.36323099999865","13.389639999998497","","","0","","",""
"395","E00530","Via San Sisto fronte c.sportivo Verdeaq","","42.362800999998655","13.389779999998497","","","0","","",""
"396","E00540","SAN SISTO PIAZZA fronte chiesa","","42.36482099999866","13.389489999998494","","","0","","",""
"397","E00560","VIA PICCININI lato Via San Giuliano","","42.36520099999864","13.387359999998484","","","0","","",""
"398","E00580","VIA PICCININIi lato Via Santucci","","42.36413099999861","13.384429999998472","","","0","","",""
"399","E00590","VIA PICCINII fronte Via Santucci","","42.364090999998616","13.38410999999847","","","0","","",""
"400","E00600","VIA PICCININI chiesa","","42.362950723857175","13.383042754514051","","","0","","",""
"401","E00630","Via Piccinini mercato piazza d'armi","","42.361300999998605","13.380569999998453","","","0","","",""
"402","E00640","VIA BETAO CESIDIO Santanza","","42.358360999998645","13.386429999998482","","","0","","",""
"403","E00680","VIA BEATO CESIDIO Piazza Italia","","42.36114921594775","13.386929360527684","","","0","","",""
"404","E00700","Via Pellegrini fron Via Andreassi","","42.363550999998644","13.386979999998486","","","0","","",""
"405","E00720","Via Paolucci S.Barbara piazza Ayala","","42.362528630152354","13.385349541671275","","","0","","",""
"406","E00740","VIA AMITERNUM incr. Piccinini lato bar","","42.36394367768036","13.382664632468902","","","0","","",""
"407","E00750","VIA AMITERNUM incr. Piccinini fronte bar","","42.364048683992046","13.38253054323812","","","0","","",""
"408","E00760","VIA AMITERNUM fronte Via Milonia/edicola","","42.365344820175736","13.37879689230378","","","0","","",""
"409","E00770","VIA AMITERNUM lato Via Milonia/edicola","","42.36545576482893","13.37856087408684","","","0","","",""
"410","E00790","VIA DA VINCI lato Regione Abruzzo","","42.36620099999857","13.375149999998424","","","0","","",""
"411","E00800","VIA DA VINCI fronte Regione Abruzzo","","42.36627099999858","13.37462999999842","","","0","","",""
"412","E00810","VIA DA VINCI fronte cinema lat scuole","","42.36611275993887","13.372056458371464","","","0","","",""
"413","E00820","VIA DA VINCI lato cinema front scuole","","42.36608099999855","13.371399999998406","","","0","","",""
"414","E00830","Via Da Vinci A24 fronte Via Carducci","","42.365732231527645","13.369481545045055","","","0","","",""
"415","E00840","Via Da Vinci A24 lato Via Carducci","","42.365500999998545","13.368809999998394","","","0","","",""
"416","E00850","V. COMUNITA' EUROPEA lato Via Australia","","42.36703099999854","13.365829999998379","","","0","","",""
"417","E00860","V. COMUNITA' EUROPEA front Via Australia","","42.36753099999852","13.36454999999837","","","0","","",""
"418","E00870","V. COMUNITA' EUROPEA lat Via Stati Uniti","","42.3692309999985","13.36197999999836","","","0","","",""
"419","E00880","V.COMUNITA' EUROPEA fro Via Stati Uniti","","42.36887099999852","13.36236999999836","","","0","","",""
"420","E00890","VIA MANZONI lato Via Madonna d. Grazie","","42.36978099999849","13.358809999998341","","","0","","",""
"421","E00900","VIA MANZONI fronte Via Madonna d. Grazie","","42.369700999998486","13.35854999999834","","","0","","",""
"422","E00910","Via Madonna di Pettino lato Via Pascoli","","42.366600999998546","13.367509999998385","","","0","","",""
"423","E00920","Via Madonna di Pettino front Via Pascoli","","42.36663099999854","13.36760999999839","","","0","","",""
"424","E00930","VIA MADONNA PETTINO fronte scuole","","42.36826099999854","13.369479999998397","","","0","","",""
"425","E00940","VA MADONNA Pettino lato scuole","","42.368150999998555","13.369429999998397","","","0","","",""
"426","E00950","Via Peltuinum retro cinema","","42.367150999998564","13.373309999998416","","","0","","",""
"427","E00960","INAPLI VIA PICCININI lato Via San Raniero","","42.36528099999864","13.386149999998482","","","0","","",""
"428","E00970","Ctr. Romani Via Carducci lato scuole","","42.36442023814904","13.371037220189512","","","0","","",""
"429","E00980","Ctr. Romani Via Carducci fronte scuole","","42.364210999998555","13.371629999998408","","","0","","",""
"430","E00990","VALLE PRETARA Via Asmara incrocio piazza","","42.35846561713212","13.398524564416723","","","0","","",""
"431","E01000","Via del Castelvecchio entrata DISMESSA","","42.36979864376444","13.371860699197452","","","0","","",""
"432","E01010","VIA CASTELVECCHIO capolinea","","42.37058840074028","13.373538410411314","","","0","","",""
"433","E01020","Via del Castelvecchio uscita","","42.36975113543151","13.37163542535609","","","0","","",""
"434","F00010","SS17 BAZZANO lato Sud","","42.336780999998936","13.45329999999878","","","0","","",""
"435","F00020","SS17 BAZZANO lato Nord","","42.33702562103094","13.454083790982608","","","0","","",""
"436","F00060","SS17 bis lato via dell'Industria Bazzano","","42.34377432476855","13.46059620701691","","","0","","",""
"437","F00080","Via Fioretta Paganica fronte pizzeria","","42.35311099999899","13.468109999998836","","","0","","",""
"438","F00090","Via Fioretta Paganica lato pizzeria","","42.352980999999","13.468129999998839","","","0","","",""
"439","F00100","Via Fioretta Paganica fronte via Onna","","42.355160999999015","13.469809999998844","","","0","","",""
"440","F00110","Via Fioretta Paganica lato via Onna","","42.35586099999902","13.47070999999885","","","0","","",""
"441","F00120","PAGANICA PIAZZA fronte monumento SP103","","42.358660999999","13.47105999999885","","","0","","",""
"442","F00130","PAGANICA PIAZZA lato monumento SP103","","42.35867099999901","13.471159999998848","","","0","","",""
"443","F00140","Via del Rio Paganica lato via Rossi","","42.35735099999901","13.472129999998856","","","0","","",""
"444","F00150","Via Evangelista Paganica incrocio Via Onna - lato bar","","42.35398114324841","13.471829258695834","","","0","","",""
"445","F00160","VIA EVANGELISTA Paganica incrocio Via Onna - fronte bar","","42.35365607947814","13.472440825012637","","","0","","",""
"446","F00170","Via Evangelista Paganica lato Via Emigrante","","42.353735371295","13.473545872240686","","","0","","",""
"447","F00180","Via Evangelista Paganica fronte Via Emigrante","","42.354441046280186","13.474768968776546","","","0","","",""
"448","F00190","Via dello Sport Paganica lato via S.Bartolomeo","","42.3535104117814","13.47748075410653","","","0","","",""
"449","F00200","Via dello Sport Paganica fronte via S.Bartolomeo","","42.35328447121728","13.477732806920987","","","0","","",""
"450","F00210","Via S.Bartolomeo Paganica fronte S.Chiara","","42.353637280562","13.47798764612925","","","0","","",""
"451","F00220","Via S.Bartolomeo Paganica lato S.Chiara","","42.35413178845857","13.478116435944228","","","0","","",""
"452","F00290","SP103 c.da S.Pietro dir. Paganica","","42.35618099999908","13.489329999998919","","","0","","",""
"453","F00300","SP103 c.da S.Pietro dir. Pescomaggiore","","42.35655099999909","13.48965999999892","","","0","","",""
"454","F00310","SP103 Pescomaggiore dir. Paganica","","42.35711099999915","13.50889999999899","","","0","","",""
"455","F00320","SP103 Pescomaggiore dir. Filetto","","42.35721099999915","13.508979999998989","","","0","","",""
"456","F00340","SP103 Pescomaggiore fronte via d. Cinque","","42.35780099999916","13.510989999998994","","","0","","",""
"457","F00350","SP103 Pescomaggiore lato via d. Cinque","","42.357610999999146","13.510859999998996","","","0","","",""
"458","F00360","SP103 Filetto lato via Canna Vinole","","42.37491099999919","13.520479999999031","","","0","","",""
"459","F00370","SP103 Filetto fronte via Canna Vinole","","42.374550999999194","13.52045999999903","","","0","","",""
"460","F00380","Piazza Filetto Area Morelli","","42.3762609999992","13.520059999999031","","","0","","",""
"461","F00390","SP103 Filetto fronte via dell' Aia","","42.37625099999918","13.518529999999023","","","0","","",""
"462","F00400","SP103 Filetto lato via dell' Aia","","42.37603099999917","13.518399999999023","","","0","","",""
"463","F00410","SP103 di Filetto abitato dir. Filetto","","42.38582118475977","13.494998224808533","","","0","","",""
"464","F00420","SP103 di Filetto abitato dir. SS17 bis","","42.38596582836321","13.494601294598706","","","0","","",""
"465","F00430","SP103 di Fil. incr.SS17 bis dir. SS17bis","","42.38755099999911","13.493109999998934","","","0","","",""
"466","F00440","SP103 di Fil. incr.SS17 bis dir. Filetto","","42.38743099999908","13.493169999998933","","","0","","",""
"467","F00460","CAMARDA SS17 bis lato Paese","","42.3894109999991","13.493949999998938","","","0","","",""
"468","F00470","CAMARDA SS17 bis fronte Paese","","42.38950099999909","13.49412999999894","","","0","","",""
"469","F00480","SS17 bis Camarda lato farmacia","","42.392450999999106","13.496479999998947","","","0","","",""
"470","F00490","SS17 bis Camarda fronte farmacia","","42.3927809999991","13.49677999999895","","","0","","",""
"471","F00500","SS17 bis Assergi lato Via del Convento","","42.41360099999913","13.506359999998987","","","0","","",""
"472","F00510","SS17 bis Assergi fronte Via del Convento","","42.41371099999913","13.506779999998981","","","0","","",""
"473","F00515","SS17 bis Assergi Via Pretara","","42.414340999999155","13.508869999998993","","","0","","",""
"474","F00520","SS17 bis Assergi lato Via delle Rosce","","42.41648099999914","13.507319999998987","","","0","","",""
"475","F00530","SS17 bis Assergi lato Via delle Cesole","","42.41586099999915","13.507069999998984","","","0","","",""
"476","F00540","SS17 bis Assergi Via Dei Monti lat Ovest","","42.41807099999914","13.508029999998989","","","0","","",""
"477","F00550","SS17 bis Assergi Via Dei Monti lato Est","","42.41792099999915","13.508149999998988","","","0","","",""
"478","F00560","SS17 bis Assergi fronte svincolo A24","","42.420980999999145","13.508409999998992","","","0","","",""
"479","F00570","SS17 bis Assergi lato svincolo A24","","42.42088099999915","13.50860999999899","","","0","","",""
"480","F00580","INFN Laboratori del Gran Sasso fro. lab.","","42.42046099999917","13.514659999999012","","","0","","",""
"481","F00590","Fonte Cerreto Funivia CTGS partenze bus","","42.425790999999215","13.528329999999057","","","0","","",""
"482","F00595","Fonte Cerreto Funivia CTGS arrivi bus","","42.425590999999216","13.527969999999057","","","0","","",""
"483","F00600","SS17bis Camarda fronte chiesa Valleverde","","42.38713099999909","13.492109999998933","","","0","","",""
"484","F00610","SS17 bis lato chiesa Valleverde Camarda","","42.38676099999908","13.491599999998929","","","0","","",""
"485","F00620","SS17 bis Via Oberdan fronte via Adamello","","42.36116099999902","13.472099999998852","","","0","","",""
"486","F00630","SS17 bis Via Oberdan lato via Adamello","","42.36095099999901","13.471579999998852","","","0","","",""
"487","F00640","SS17 bis Paganica fronte via del cinema","","42.361800999999005","13.467399999998836","","","0","","",""
"488","F00650","SS17 bis Paganica lato via del cinema","","42.36168099999898","13.467849999998839","","","0","","",""
"489","F00660","SS17 bis Paganica fronte via fontanelle","","42.36331099999899","13.464859999998826","","","0","","",""
"490","F00670","SS17 bis Paganica lato via fontanelle","","42.36355099999899","13.464329999998824","","","0","","",""
"491","F00680","SS17 bis Tempera fronte via del Mulino","","42.364930999998975","13.458479999998799","","","0","","",""
"492","F00690","SS17 bis Tempera lato via del Mulino","","42.36506099999895","13.458649999998803","","","0","","",""
"493","F00710","SS17 bis Tempera fronte Via del Salice","","42.36370099999893","13.453309999998778","","","0","","",""
"494","F00720","SS17 bis Tempera lato Via del Salice","","42.36365099999893","13.452959999998779","","","0","","",""
"495","F00730","SS17 bis zona miravalle - dir. Tempera","","42.36750099999889","13.440059999998727","","","0","","",""
"496","F00740","SS17 bis zona miravalle - dir. L'Aquila","","42.36778099999889","13.439819999998722","","","0","","",""
"497","F00750","SS17 bis lato civico 40 - miravalle","","42.36566099999886","13.434579999998702","","","0","","",""
"498","F00760","SS17 bis fronte civico 40 - miravalle","","42.365630999998864","13.4342799999987","","","0","","",""
"499","F00770","Via F.P.Tosti la cona lato ovest","","42.367750999998705","13.402179999998557","","","0","","",""
"500","F00780","Via F.P.Tosti la cona lato est","","42.3680609999987","13.402149999998558","","","0","","",""
"501","F00790","Via F.P.Tosti fronte via Sant' Onofrio","","42.37257099999873","13.405009999998569","","","0","","",""
"502","F00800","Via F.P.Tosti lato via Sant' Onofrio","","42.37251099999873","13.40502999999857","","","0","","",""
"503","F00810","Via F.P.Tosti loc. campitelli dir. L' Aq","","42.38328099999876","13.414929999998616","","","0","","",""
"504","F00820","s.p .70 di loc. loc. campitelli","","42.383530999998776","13.41537999999862","","","0","","",""
"505","F00830","Via F.P.Tosti loc. rotonda dir. L'Aquila","","42.38621099999878","13.416279999998622","","","0","","",""
"506","F00840","Via F.P.Tosti loc. rotonda dir. Aragno","","42.38626099999876","13.416569999998625","","","0","","",""
"507","F00850","Via F.P.Tosti la selva dir. L' Aquila","","42.39023899999878","13.418012999998632","","","0","","",""
"508","F00860","Via F.P.Tosti la selva dir. Aragno","","42.39006099999879","13.417059999998624","","","0","","",""
"509","F00870","Via Tosti Collebrincioni lato v. Corello","","42.39674099999876","13.413659999998611","","","0","","",""
"510","F00880","Via Tosti Collebrincioni fronte Corello","","42.39671099999877","13.413799999998613","","","0","","",""
"511","F00890","Via Tosti Collebrincioni fronte v.scuola","","42.39683099999878","13.415929999998621","","","0","","",""
"512","F00900","Via Tosti Collebrincioni lato v.scuola","","42.397010999998784","13.41570999999862","","","0","","",""
"513","F00910","COLLEBRINCIONI PIAZZAi f.chiesa S. Silvestro","","42.398620999998776","13.41559999999862","","","0","","",""
"514","F00920","COLLEBRINCIONI PIAZZA l.chiesa San Silvestro","","42.39881099999878","13.41575999999862","","","0","","",""
"515","F00930","SP70 di Coll. lato via della Cava","","42.3959509999989","13.447109999998757","","","0","","",""
"516","F00940","SP70 di Coll. fronte via della Cava","","42.39593099999891","13.447279999998758","","","0","","",""
"517","F00950","SP70 di Coll. lato via Quartaro","","42.395830999998935","13.452649999998778","","","0","","",""
"518","F00960","SP70 di Coll. fronte via Quartaro","","42.395750999998924","13.452849999998781","","","0","","",""
"519","F00970","Via dell'Aquila Aragno fermata lato nord","","42.395730999998946","13.45502999999879","","","0","","",""
"520","F00980","Via dell'Aquila Aragno fermata lato sud","","42.39563099999896","13.45560999999879","","","0","","",""
"521","F00990","ARAGNO CAPOLINEA","","42.39570099999896","13.458099999998801","","","0","","",""
"522","F01000","SP70 di Collebrincioni. dir L'Aquila","","42.39885099999882","13.425559999998667","","","0","","",""
"523","F01010","SP70 di Collebrincioni. dir Aragno","","42.39858099999883","13.42697999999867","","","0","","",""
"524","F01030","SP103 di Filetto abitato dir. Filetto","","42.38593099999909","13.497059999998948","","","0","","",""
"525","F01040","SP103 di Filetto abitato dir. SS17 bis","","42.385910999999105","13.497259999998949","","","0","","",""
"526","F01080","ASSERGI SS17 bis  Via Portella fr. Franco","","42.41505099999913","13.507229999998987","","","0","","",""
"527","F01085","ASSERGI SS17 bis Via Portella lat Franco","","42.41509099999914","13.507049999998987","","","0","","",""
"528","F01090","CASE ASSERGI","","42.41901099999919","13.521429999999038","","","0","","",""
"529","F01100","INFN Laboratori del Gran Sasso lato lab.","","42.420530999999166","13.514989999999013","","","0","","",""
"530","F01110","CASE PAGANICA 1 - entrata","","42.36261099999897","13.462179999998817","","","0","","",""
"531","F01120","CASE PAGANICA 1","","42.36214513517288","13.461720053688271","","","0","","",""
"532","F01130","SS17 bis Tempera fronte via Biordi","","42.36401099999898","13.461359999998814","","","0","","",""
